,pattern,seed_relation,object,sent_id,b1,e1,b2,e2,sentence,ground_truth,term1,term2
491,SF13_ENG_028,per:employee_or_member_of,Media Enterprises,CONTEXT_POS_492,2,3,29,31,"Two new Mays commercials -- for Mighty Tape and the Mighty Putty Super Pack -- will debut over the next two weeks , said Bill McAlister , president of Media Enterprises , the marketing company behind the Mighty Brand pitches .",correct,Mays,Media Enterprises
492,SF13_ENG_028,per:employee_or_member_of,Media Enterprises,CONTEXT_POS_493,50,51,41,43,"`` Half the people did n't like the fact that we were on air , and half the people did n't want to buy from someone who was no longer with us, '' said Bill McAlister , president and co-owner of Media Enterprises , which saw sales plummet after resuming Mays ' commercials for its Mighty Putty and Mighty Tape a month after he died .",correct,Mays,Media Enterprises
493,SF13_ENG_028,per:stateorprovince_of_death,Fla.,CONTEXT_POS_494,0,2,34,35,"Billy Mays , the bearded , boisterous pitchman who , as the undisputed king of TV yell and sell , became an unlikely pop culture icon , died at his home in Tampa , Fla. , on Sunday .",correct,Billy Mays,Fla.
494,SF13_ENG_028,per:stateorprovince_of_death,Fla.,CONTEXT_POS_495,0,2,35,36,"Billy Mays , a beloved and parodied pitchman who became a pop-culture figure through his commercials for cleaning products like Orange Glo , OxiClean and Kaboom , died Sunday at his home in Tampa , Fla. He was 50 .",correct,Billy Mays,Fla.
495,SF13_ENG_029,per:cause_of_death,cancer,CONTEXT_POS_496,0,1,28,29,"Fignon , who had worked as a television commentator for the state-backed France 2 network for the past five years , announced last June that he had advanced cancer of the digestive system and was undergoing chemotherapy .",correct,Fignon,cancer
496,SF13_ENG_029,per:cause_of_death,cancer,CONTEXT_POS_497,0,2,34,35,"Laurent Fignon , a Frenchman who twice won the Tour de France but was defeated by American rival Greg LeMond in arguably the event 's greatest race , died Tuesday after a battle with cancer .",correct,Laurent Fignon,cancer
497,SF13_ENG_029,per:cause_of_death,cancer,CONTEXT_POS_498,11,13,22,23,"The Vuelta also paid tribute to two-time Tour de France champion Laurent Fignon , who died on Tuesday after a battle with cancer , with a moment of silence before the start of the race .",correct,Laurent Fignon,cancer
498,SF13_ENG_029,per:cause_of_death,cancer,CONTEXT_POS_499,5,7,10,11,Two-time Tour de France winner Laurent Fignon has died of cancer .,correct,Laurent Fignon,cancer
499,SF13_ENG_029,per:cause_of_death,cancer,CONTEXT_POS_500,9,11,15,16,France 2 TV says 2-time Tour de France champion Laurent Fignon has died after battling cancer .,correct,Laurent Fignon,cancer
500,SF13_ENG_029,per:cities_of_residence,Paris,CONTEXT_POS_501,0,1,9,10,"Fignon was born Aug. 12 , 1960 , in Paris .",correct,Fignon,Paris
501,SF13_ENG_029,per:cities_of_residence,Paris,CONTEXT_POS_502,4,5,9,10,"In April 2009 , Fignon , who lived in Paris , learned that he had advanced cancer of the digestive tract and that it had spread to his lungs .",correct,Fignon,Paris
502,SF13_ENG_029,per:city_of_birth,Paris,CONTEXT_POS_503,0,1,14,15,"Fignon has died following a battle with cancer , the Pitie- Salpetriere hospital in Paris confirmed .",correct,Fignon,Paris
503,SF13_ENG_029,per:city_of_birth,Paris,CONTEXT_POS_504,0,1,9,10,"Fignon was born Aug. 12 , 1960 , in Paris .",correct,Fignon,Paris
504,SF13_ENG_029,per:city_of_birth,Paris,CONTEXT_POS_505,0,2,56,57,"Laurent Fignon , a French cyclist whose two Tour de France victories were later overshadowed by a spectacularly narrow loss in that race to American Greg LeMond _ a defeat that came to define his career and rank among the most dramatic moments in sports history _ died Aug. 31 of cancer at a hospital in Paris .",correct,Laurent Fignon,Paris
505,SF13_ENG_029,per:city_of_birth,Paris,CONTEXT_POS_506,2,3,6,7,"Laurent Patrick Fignon was born in Paris on Aug. 12 , 1960 .",correct,Fignon,Paris
506,SF13_ENG_029,per:city_of_birth,Paris,CONTEXT_POS_507,4,5,9,10,"In April 2009 , Fignon , who lived in Paris , learned that he had advanced cancer of the digestive tract and that it had spread to his lungs .",correct,Fignon,Paris
507,SF13_ENG_029,per:city_of_birth,Paris,CONTEXT_POS_508,8,9,2,3,"Born in Paris August 12 , 1960 , Fignon was one of the best cyclists of the 1980s .",correct,Fignon,Paris
508,SF13_ENG_029,per:city_of_death,Paris,CONTEXT_POS_509,0,1,14,15,"Fignon has died following a battle with cancer , the Pitie- Salpetriere hospital in Paris confirmed .",correct,Fignon,Paris
509,SF13_ENG_029,per:city_of_death,Paris,CONTEXT_POS_510,0,2,56,57,"Laurent Fignon , a French cyclist whose two Tour de France victories were later overshadowed by a spectacularly narrow loss in that race to American Greg LeMond _ a defeat that came to define his career and rank among the most dramatic moments in sports history _ died Aug. 31 of cancer at a hospital in Paris .",correct,Laurent Fignon,Paris
510,SF13_ENG_029,per:city_of_death,Paris,CONTEXT_POS_511,2,3,6,7,"Laurent Patrick Fignon was born in Paris on Aug. 12 , 1960 .",correct,Fignon,Paris
511,SF13_ENG_029,per:city_of_death,Paris,CONTEXT_POS_512,6,8,22,23,"Former two-time Tour de France winner Laurent Fignon has died aged 50 following a battle with cancer , the Pitie-Salpetriere hospital in Paris confirmed on Tuesday .",correct,Laurent Fignon,Paris
512,SF13_ENG_029,per:city_of_death,Paris,CONTEXT_POS_513,8,9,2,3,"Born in Paris August 12 , 1960 , Fignon was one of the best cyclists of the 1980s .",correct,Fignon,Paris
513,SF13_ENG_029,per:employee_or_member_of,Renault,CONTEXT_POS_514,0,1,31,32,"Fignon won the Tour on his first attempt in 1983 in just his second year as a professional , seizing the opportunity presented by the absence due to injury of the Renault team leader -- four-time winner and defending champion Bernard Hinault .",correct,Fignon,Renault
514,SF13_ENG_029,per:employee_or_member_of,Renault,CONTEXT_POS_515,13,14,1,2,"When Renault withdrew from sports sponsorship at the end of that season , Fignon and Guimard went into business together , establishing a new model for cycling where the team was no longer owned by the sponsor .",correct,Fignon,Renault
515,SF13_ENG_029,per:origin,France,CONTEXT_POS_516,28,30,26,27,Schleck meanwhile is hoping to create his own drama Saturday and cause what would be the biggest upset on the race since American Greg LeMond beat France 's Laurent Fignon by eight seconds in 1989 .,correct,Laurent Fignon,France
516,SF13_ENG_029,per:origin,French,CONTEXT_POS_517,28,30,24,25,"Sarkozy praised Armstrong for his years of contribution to cycling and for showing it was possible to overcome cancer , making reference also to French former Tour champion Laurent Fignon , who is working as a commentator on the Tour while fighting a battle against lung cancer .",correct,Laurent Fignon,French
517,SF13_ENG_029,per:origin,French,CONTEXT_POS_518,4,6,2,3,"Factfile on French cyclist Laurent Fignon , who died here on Tuesday at the age of 50:",correct,Laurent Fignon,French
518,SF13_ENG_030,per:cause_of_death,dementia,CONTEXT_POS_519,12,13,19,20,"`` I burned inside ever since I was fired in Cincinnati, '' Anderson , who died of complications of dementia on Thursday at 76 , often said .",correct,Anderson,dementia
519,SF13_ENG_030,per:cause_of_death,dementia,CONTEXT_POS_520,5,6,10,11,Family spokesman Dan Ewald said Anderson died from complications from dementia .,correct,Anderson,dementia
520,SF13_ENG_030,per:cause_of_death,dementia,CONTEXT_POS_521,5,6,10,11,Family spokesman Dan Ewald says Anderson died from complications from dementia .,correct,Anderson,dementia
521,SF13_ENG_030,per:children,Albert,CONTEXT_POS_522,0,1,11,12,"Anderson is survived by his wife Carol , sons Lee and Albert , daughter Shirley Englebrecht and nine grandchildren .",correct,Anderson,Albert
522,SF13_ENG_030,per:children,Albert,CONTEXT_POS_523,8,9,17,18,"In addition to his wife , Carol , Anderson is survived by his sons , Lee and Albert ; his daughter , Shirlee Englebrecht ; and many grandchildren .",correct,Anderson,Albert
523,SF13_ENG_030,per:children,Lee,CONTEXT_POS_524,0,1,9,10,"Anderson is survived by his wife Carol , sons Lee and Albert , daughter Shirley Englebrecht and nine grandchildren .",correct,Anderson,Lee
524,SF13_ENG_030,per:children,Lee,CONTEXT_POS_525,8,9,15,16,"In addition to his wife , Carol , Anderson is survived by his sons , Lee and Albert ; his daughter , Shirlee Englebrecht ; and many grandchildren .",correct,Anderson,Lee
525,SF13_ENG_030,per:children,Shirlee Englebrecht,CONTEXT_POS_526,8,9,22,24,"In addition to his wife , Carol , Anderson is survived by his sons , Lee and Albert ; his daughter , Shirlee Englebrecht ; and many grandchildren .",correct,Anderson,Shirlee Englebrecht
526,SF13_ENG_030,per:children,Shirley Englebrecht,CONTEXT_POS_527,0,1,14,16,"Anderson is survived by his wife Carol , sons Lee and Albert , daughter Shirley Englebrecht and nine grandchildren .",correct,Anderson,Shirley Englebrecht
527,SF13_ENG_030,per:cities_of_residence,Bridgewater,CONTEXT_POS_528,9,10,18,19,"Besides , the real world was so vivid in Anderson 's mind - what with his memories from Bridgewater , S.D. , his birthplace - he never forgot it .",correct,Anderson,Bridgewater
528,SF13_ENG_030,per:cities_of_residence,Thousand Oaks,CONTEXT_POS_529,0,2,42,44,"Sparky Anderson , who managed Cincinnati 's powerful Big Red Machine to baseball dominance in the 1970s and became the first manager to win World Series championships in both the National and American Leagues , died on Thursday at his home in Thousand Oaks , Calif. He was 76 .",correct,Sparky Anderson,Thousand Oaks
529,SF13_ENG_030,per:cities_of_residence,Thousand Oaks,CONTEXT_POS_530,4,6,16,18,"I needed the great Sparky Anderson , who lived up the freeway from the Valley in Thousand Oaks .",correct,Sparky Anderson,Thousand Oaks
530,SF13_ENG_030,per:cities_of_residence,Thousand Oaks,CONTEXT_POS_531,5,7,46,48,"OBIT-ANDERSON ( Undated ) -- Sparky Anderson , who managed Cincinnati 's powerful Big Red Machine to baseball dominance in the 1970s and became the first manager to win World Series championships in both the National and American leagues , died Thursday at his home in Thousand Oaks , Calif. By Richard Goldstein .",correct,Sparky Anderson,Thousand Oaks
531,SF13_ENG_030,per:city_of_death,Thousand Oaks,CONTEXT_POS_532,0,2,42,44,"Sparky Anderson , who managed Cincinnati 's powerful Big Red Machine to baseball dominance in the 1970s and became the first manager to win World Series championships in both the National and American Leagues , died on Thursday at his home in Thousand Oaks , Calif. He was 76 .",correct,Sparky Anderson,Thousand Oaks
532,SF13_ENG_030,per:city_of_death,Thousand Oaks,CONTEXT_POS_533,5,7,29,31,"OBIT-ANDERSON ( Undated ) -- Sparky Anderson , the first manager to win World Series championships with teams from both the National and American leagues , died Thursday in Thousand Oaks , Calif. He was 76 .",correct,Sparky Anderson,Thousand Oaks
533,SF13_ENG_031,per:city_of_death,Santa Monica,CONTEXT_POS_534,0,1,15,17,"Edwards died from complications of pneumonia late Wednesday at St. John 's Health Center in Santa Monica , said publicist Gene Schwam .",correct,Edwards,Santa Monica
534,SF13_ENG_031,per:city_of_death,Santa Monica,CONTEXT_POS_535,0,2,36,38,"Blake Edwards , a writer and director who was hailed as a Hollywood master of screwball farces and rude comedies like `` Victor/Victoria '' and the `` Pink Panther '' movies , died Wednesday night in Santa Monica , Calif. He was 88 .",correct,Blake Edwards,Santa Monica
535,SF13_ENG_031,per:city_of_death,Santa Monica,CONTEXT_POS_536,0,2,48,50,"Blake Edwards , a prolific filmmaker who kept alive the tradition of slapstick comedy in his Pink Panther franchise and nimbly showcased his dramatic range with `` Breakfast at Tiffany 's '' and `` Days of Wine and Roses, '' died Wednesday of pneumonia at a hospital in Santa Monica , Calif. He was 88 .",correct,Blake Edwards,Santa Monica
536,SF13_ENG_031,per:city_of_death,Santa Monica,CONTEXT_POS_537,4,5,19,21,Publicist Gene Schwam says Edwards died from comnplications of pneumonia Wednesday morning at St. John 's Health Center in Santa Monica .,correct,Edwards,Santa Monica
537,SF13_ENG_031,per:employee_or_member_of,20th Century Fox,CONTEXT_POS_538,11,12,4,7,"Briefly under contract to 20th Century Fox as an actor , Edwards played bit parts in more than two dozen movies between 1942 and 1948 , usually without screen credit .",correct,Edwards,20th Century Fox
538,SF13_ENG_031,per:employee_or_member_of,Coast Guard,CONTEXT_POS_539,9,10,3,5,"Having joined the Coast Guard after high school , Edwards was seriously injured when , after a night of alcohol-fueled partying , he drunkenly dived into a shallow swimming pool .",correct,Edwards,Coast Guard
539,SF13_ENG_031,per:parents,Jack McEdwards,CONTEXT_POS_540,14,15,21,23,"Born William Blake Crump in Tulsa , Oklahoma on July 26 , 1922 , Edwards was a stepson of stage director Jack McEdwards .",correct,Edwards,Jack McEdwards
540,SF13_ENG_031,per:stateorprovince_of_death,California,CONTEXT_POS_541,1,3,5,6,Director Blake Edwards dies in California,correct,Blake Edwards,California
541,SF13_ENG_031,per:stateorprovince_of_death,California,CONTEXT_POS_542,1,3,6,7,Director Blake Edwards dies in Southern California,correct,Blake Edwards,California
542,SF13_ENG_031,per:stateorprovince_of_death,California,CONTEXT_POS_543,3,5,12,13,A spokesman for Blake Edwards says the filmmaker has died in Southern California at age 88 .,correct,Blake Edwards,California
543,SF13_ENG_031,per:stateorprovince_of_death,California,CONTEXT_POS_544,3,5,7,8,Publicist says filmmaker Blake Edwards dies in California at age 88 .,correct,Blake Edwards,California
544,SF13_ENG_031,per:title,actor,CONTEXT_POS_545,8,9,6,7,"After a brief stint as an actor , Edwards mastered behind-the-camera crafts including screen writing , directing and producing .",correct,Edwards,actor
545,SF13_ENG_031,per:title,director,CONTEXT_POS_546,0,2,4,5,"Blake Edwards , the director and writer known for clever dialogue , poignance and occasional belly-laugh sight gags in `` Breakfast at Tiffany's, '' `` 10 '' and the `` Pink Panther '' farces , is dead at age 88 .",correct,Blake Edwards,director
546,SF13_ENG_031,per:title,director,CONTEXT_POS_547,10,11,26,27,"Art imitating life became a natural and recurring theme for Edwards , and he was accused of doing just that in `` S.O.B., '' about a director whose wholesome film starring his wife bombs .",correct,Edwards,director
547,SF13_ENG_031,per:title,director,CONTEXT_POS_548,12,13,11,12,"However , Richard Schickel wrote in Time magazine : `` When director Edwards is at his best , there is something bracing , and in these days , unique about his comedy .",correct,Edwards,director
548,SF13_ENG_031,per:title,director,CONTEXT_POS_549,2,3,6,7,"J. Gordon Edwards was a pioneering director of silent films , including more than 20 with the exotic vamp Theda Bara .",correct,Edwards,director
549,SF13_ENG_031,per:title,director,CONTEXT_POS_550,2,4,1,2,"Oscar-winning director Blake Edwards , who made the `` Pink Panther '' movies and the 1961 classic `` Breakfast at Tiffany's, '' has died at the age of 88 , his agent said Thursday .",correct,Blake Edwards,director
550,SF13_ENG_031,per:title,director,CONTEXT_POS_551,2,4,1,2,"Oscar-winning director Blake Edwards , who made the `` Pink Panther '' movies and the romantic comedy blockbuster `` 10, '' has died aged 88 , his agent said Thursday .",correct,Blake Edwards,director
